Time,Position along path,x tool center WP,y tool center WP,x milling force WP,y milling force WP,z milling force WP
7.785100000000001,778.509999999437,82.93698402587948,-152.70063099263268,-968.1102876792388,-536.4871416618482,98.59550373468092
7.785200000000001,778.519999999437,82.9280533035472,-152.6961313985836,-914.0607080038976,-465.60513745525543,91.37931981993584
7.7853,778.529999999437,82.91912373754703,-152.6916295616661,-860.9864722173041,-401.364361668495,84.62068441721861
7.7854,778.539999999437,82.91019528583824,-152.6871255665004,-793.4574863344567,-336.6953169267639,76.78132110746456
7.785500000000001,778.549999999437,82.90126790639964,-152.68261949738908,-723.459091612845,-277.61472092759277,69.02751911736286
7.7856000000000005,778.559999999437,82.89234155723231,-152.6781114383208,-650.9402911101524,-224.05320404336499,61.32436807861413
7.7857,778.569999999437,82.88341619636266,-152.6736014729743,-578.2234325474949,-176.70812421083673,53.85962034185368
7.7858,778.579999999437,82.87449178184538,-152.66908968472276,-502.6409106653398,-134.6204349788444,46.35321411085615
7.785900000000001,778.5899999994369,82.86556827176636,-152.66457615663708,-417.62336925056127,-96.36549795387786,38.17934777186055
7.7860000000000005,778.5999999994369,82.85664562424567,-152.66006097149048,-329.53479771282787,-64.01585043490462,29.903647687947256
7.7861,778.6099999994369,82.8477237974405,-152.65554421176205,-246.96973539772944,-39.08712542472492,22.27383842670774
7.7862,778.6199999994369,82.83880274954811,-152.65102595964095,-154.86086629328128,-18.99649315602249,13.898374298139293
7.786300000000001,778.6299999994369,82.8298824388089,-152.64650629703033,-65.51444066883917,-5.724198808052329,5.858245920088221
7.7864,778.6399999994369,82.82096282350912,-152.6419853055513,0.0,0.0,0.0
7.7865,778.6499999994369,82.81204386198407,-152.63746306654656,0.0,0.0,0.0
7.7866,778.6599999994369,82.80312551262094,-152.63293966108515,0.0,0.0,0.0
7.786700000000001,778.6699999994369,82.79420773386178,-152.62841516996556,0.0,0.0,0.0
7.7868,778.6799999994369,82.7852904842065,-152.62388967372036,0.0,0.0,0.0
7.7869,778.6899999994368,82.77637372221571,-152.61936325261968,0.0,0.0,0.0
7.787000000000001,778.6999999994368,82.76745740651378,-152.61483598667542,-448.4965986436614,-325.7732608614458,49.379247102280246
7.787100000000001,778.7099999994368,82.75854149579183,-152.6103079556453,-1097.2706680749911,-739.9353056219079,117.89220833946158
7.7872,778.7199999994368,82.74962594881053,-152.60577923903665,-1052.6001483668974,-657.5697074167895,110.55820079554994
7.7873,778.7299999994368,82.7407107244032,-152.6012499161104,-1011.3033264597126,-583.7215939882823,104.01624942195197
7.787400000000001,778.7399999994368,82.73179578147871,-152.59672006588502,-955.4214870199227,-507.8660539087089,96.38572905934312
7.7875000000000005,778.7499999994368,82.72288107902443,-152.59218976714078,-903.2056770212045,-440.3946065242845,89.51201254290918
7.7876,778.7599999994368,82.71396657610923,-152.5876590984233,-837.7539713157298,-372.87696539001735,81.68518555080668
7.7877,778.7699999994368,82.7050522318864,-152.58312813804784,-769.8555112827862,-310.93910340762096,73.96093320509584
7.787800000000001,778.7799999994368,82.69613800559651,-152.57859696410293,-699.649893523375,-254.56085736500924,66.32174901382425
7.7879000000000005,778.7899999994368,82.68722385657061,-152.57406565445484,-631.3763221833284,-205.06654041901706,59.13504415996268
7.788,778.7999999994367,82.67830974423295,-152.56953428675095,-550.3914242614763,-157.75388199869036,51.002901461715595
7.7881,778.8099999994367,82.66939562810406,-152.56500293842427,-467.1774750211166,-116.42351134696652,42.88885993176007
7.788200000000001,778.8199999994367,82.66048146780362,-152.56047168669704,-383.6707915004339,-81.50574948189137,34.94000004076775
7.7883000000000004,778.8299999994367,82.65156722305353,-152.5559406085848,-296.6560526711418,-52.273381953312736,26.83317830580727
7.7884,778.8399999994367,82.64265285368076,-152.55140978090031,-212.83287768970445,-29.886816248543443,19.145119706813716
7.7885,778.8499999994367,82.63373831962043,-152.54687928025794,-119.56036614354738,-12.552435770443298,10.708947687291001
7.788600000000001,778.8599999994367,82.62482358091856,-152.54234918307674,-29.28852504069576,-2.044677344975295,2.6153653972102435
7.7887,778.8699999994367,82.6159085977352,-152.5378195655853,0.0,0.0,0.0
7.7888,778.8799999994367,82.60699333034734,-152.53329050382536,0.0,0.0,0.0
7.7889,778.8899999994367,82.59807773915125,-152.52876207365537,0.0,0.0,0.0
7.789000000000001,778.8999999994367,82.5891617846644,-152.52423435075434,0.0,0.0,0.0
7.7891,778.9099999994366,82.58024542752717,-152.519707410625,0.0,0.0,0.0
7.7892,778.9199999994366,82.57132862850483,-152.51518132859772,-400.2513371875969,-301.5390436060727,44.64016428934552
7.789300000000001,778.9299999994366,82.56241134848904,-152.5106561798337,-1118.2019878425695,-782.7823326256129,121.59060152829431
7.7894000000000005,778.9399999994366,82.55349354849972,-152.50613203932826,-1076.6512546604488,-699.0099386114691,114.34849298612019
7.7895,778.9499999994366,82.54457518968692,-152.50160898191493,-1038.0035487686177,-623.5334206130011,107.86547445241922
7.7896,778.9599999994366,82.53565623333245,-152.4970870822684,-984.3780055865907,-545.5020458446229,100.25226109189006
7.789700000000001,778.9699999994366,82.52673664085167,-152.49256641490814,-934.492553033074,-476.0127306596791,93.42190636268388
7.7898000000000005,778.9799999994366,82.51781637379533,-152.48804705420204,-870.9757028079296,-406.02102154547,85.60246003932771
7.7899,778.9899999994366,82.50889539385129,-152.48352907436973,-805.0188847406233,-341.6012744195959,77.9000949028581
7.79,778.9999999994366,82.49997366284627,-152.47901254948616,-736.4806854663489,-282.61152888222836,70.26995055417326
7.790100000000001,779.0099999994366,82.49105114274765,-152.47449755348492,-663.8554164232162,-228.49858136391646,62.541087813587836
7.7902000000000005,779.0199999994365,82.4821277956653,-152.46998416016223,-587.499149655466,-179.54283217755128,54.72362303304647
7.7903,779.0299999994365,82.47320358385316,-152.4654724431796,-513.5712482909057,-137.54786642038835,47.36120265598419
7.7904,779.0399999994365,82.46427846971119,-152.46096247606803,-427.70869623764594,-98.69266072479509,39.101353662299005
7.790500000000001,779.0499999994365,82.45535241578705,-152.4564543322312,-339.8864263314982,-66.02677102352179,30.843006618649753
7.7906,779.0599999994365,82.446425384778,-152.451948084949,-258.27300236522615,-40.87605803601271,23.293263506150446
7.7907,779.0699999994365,82.43749733953237,-152.44744380738095,-166.24285989259846,-20.39270104689416,14.919879673181487
7.7908,779.0799999994365,82.42856824305164,-152.44294157256985,-71.8499102073798,-6.277748328004045,6.4247582522870825
7.790900000000001,779.0899999994365,82.41963805849214,-152.4384414534451,0.0,0.0,0.0
7.791,779.0999999994365,82.41070674916664,-152.43394352282627,0.0,0.0,0.0
7.7911,779.1099999994365,82.4017742785463,-152.42944785342652,0.0,0.0,0.0
7.791200000000001,779.1199999994365,82.39284061026243,-152.42495451785626,0.0,0.0,0.0
7.791300000000001,779.1299999994364,82.38390570810809,-152.42046358862626,0.0,0.0,0.0
7.7914,779.1399999994364,82.37496953604011,-152.41597513815177,-320.76109101184517,-250.54678551134612,36.25682461652633
7.7915,779.1499999994364,82.3660320581807,-152.41148923875528,-1129.878642605449,-820.7068925210975,124.39906313118615
7.791600000000001,779.1599999994364,82.35709323881916,-152.4070059626706,-1091.5415683683082,-736.0719351098721,117.27666630786723
7.7917000000000005,779.1699999994364,82.34815304241381,-152.40252538204587,-1055.2436341321118,-659.2211190792056,110.83585516456095
7.7918,779.1799999994364,82.3392114335937,-152.39804756894748,-1003.6718484942643,-579.3167251757261,103.23132397500079
7.7919,779.1899999994364,82.33026837716028,-152.3935725953631,-955.8637873817174,-508.10116411161977,96.4303496204527
7.792000000000001,779.1999999994364,82.32132383808934,-152.38910053320578,-894.1173977918213,-435.9632469156819,88.61132050223802
7.7921000000000005,779.2099999994364,82.31237778153262,-152.38463145431672,-829.9152428498437,-369.38801590947065,80.92087047603728
7.7922,779.2199999994364,82.30343017281969,-152.3801654304694,-762.8953344128556,-308.12793803448574,73.29226074768948
7.7923,779.2299999994364,82.29448097745963,-152.37570253337248,-697.454134022048,-253.7619514747039,66.11360689605137
7.792400000000001,779.2399999994363,82.28553016114287,-152.37124283467386,-618.7704878694846,-200.97225506003323,57.95437497324535
7.7925,779.2499999994363,82.27657768974295,-152.36678640596367,-543.469456210854,-155.76989881329018,50.36146622336249
7.7926,779.2599999994363,82.26762352931823,-152.36233331877827,-458.35546770478794,-114.22501265266929,42.07896250233315
7.7927,779.2699999994363,82.25866764611372,-152.357883644603,-376.9089096335043,-80.06927774194205,34.32421130224653
7.792800000000001,779.2799999994363,82.24971000656286,-152.35343745487654,-286.90239516352125,-50.55470249349774,25.950938996413612
7.7929,779.2899999994363,82.2407505772891,-152.3489948209937,-198.09239220312588,-27.816900237807094,17.819157467143185
7.793,779.2999999994363,82.23178932510804,-152.3445558143093,-105.02613160612916,-11.026511658709866,9.40712533297351
7.793100000000001,779.3099999994363,82.22282621702888,-152.34012050614152,-19.473294137584773,-1.3594608571007714,1.7388987525445465
7.793200000000001,779.3199999994363,82.21386122025622,-152.33568896777533,0.0,0.0,0.0
7.7933,779.3299999994363,82.20489430219202,-152.33126127046597,0.0,0.0,0.0
7.7934,779.3399999994363,82.19592543043714,-152.32683748544284,0.0,0.0,0.0
7.793500000000001,779.3499999994362,82.18695457279328,-152.3224176839122,0.0,0.0,0.0
7.7936000000000005,779.3599999994362,82.17798169726467,-152.3180019370615,-216.14549045299066,-174.9901211173738,24.773216211859662
7.7937,779.3699999994362,82.16900677205984,-152.31359031606223,-1132.8609717919396,-853.4682641489328,126.34835964102538
7.7938,779.3799999994362,82.1600297655934,-152.30918289207386,-1098.1174842935882,-768.7224447808413,119.40666079627414
7.793900000000001,779.3899999994362,82.15105064648797,-152.30477973624602,-1063.8596434132166,-690.7050549697467,112.9899272828307
7.7940000000000005,779.3999999994362,82.14206938357748,-152.30038091971198,-1014.1259863274481,-609.1900609949099,105.38420682617708
7.7941,779.4099999994362,82.13308594591261,-152.2959865135682,-968.1261325214499,-536.4959222259234,98.59711742501398
7.7942,779.4199999994362,82.12410030276683,-152.2915965888515,-907.9681951763596,-462.50172731256447,90.77024684120563
7.794300000000001,779.4299999994362,82.11511242364202,-152.28721121651557,-845.3126515635198,-394.0577276801681,83.08020791271326
7.7944,779.4399999994362,82.10612227827444,-152.28283046740844,-779.6390578251592,-330.8316125107766,75.44413894603632
7.7945,779.4499999994362,82.09712983664073,-152.278454412249,-715.3835861136778,-274.5158875155262,68.25700960731065
7.7946,779.4599999994361,82.08813506896351,-152.2740831216042,-637.7059846196439,-219.49796478001247,60.077578636382
7.794700000000001,779.4699999994361,82.0791379457175,-152.26971666586584,-557.5307886968583,-170.3843433433411,51.93216828970112
7.7948,779.4799999994361,82.07013843763526,-152.2653551152275,-482.1066718811681,-129.1208266135781,44.45956011897406
7.7949,779.4899999994361,82.06113651571307,-152.26099853966147,-394.86893353432356,-91.11497154711233,36.09912530701325
7.795000000000001,779.4999999994361,82.05213215121687,-152.25664700889592,-311.38708170315374,-60.49045195833841,28.256832511944182
7.795100000000001,779.5099999994361,82.04312531568803,-152.25230059239146,-219.73128908194298,-34.776181957029365,19.817242879664363
7.7952,779.5199999994361,82.03411598094928,-152.24795935931826,-126.69994040865603,-15.542044988229906,11.371001838622012
7.7953,779.5299999994361,82.02510411911064,-152.2436233785332,-35.23921779294258,-3.078959179507699,3.1510610753149613
7.795400000000001,779.5399999994361,82.01608970257503,-152.23929271855607,0.0,0.0,0.0
7.7955000000000005,779.5499999994361,82.00707270404457,-152.23496744754763,0.0,0.0,0.0
7.7956,779.5599999994361,81.99805309652608,-152.23064763328563,0.0,0.0,0.0
7.7957,779.569999999436,81.989030853337,-152.2263333431419,0.0,0.0,0.0
7.795800000000001,779.579999999436,81.98000594811153,-152.2220246440597,-115.78788955095047,-97.13494552283521,13.463144896012514
7.7959000000000005,779.589999999436,81.9709783548061,-152.21772160253013,-1130.7386879871096,-883.221037297692,127.81161882237515
7.796,779.599999999436,81.96194804770568,-152.21342428456964,-1096.090612102698,-796.1643722249561,120.67901818025425
7.7961,779.609999999436,81.95291500142915,-152.2091327556963,-1064.4927896568888,-717.8318172202388,114.37050983439786
7.796200000000001,779.619999999436,81.94387919093566,-152.20484708090711,-1016.3733697923403,-634.9384810903763,106.75317809430656
7.7963000000000005,779.629999999436,81.93484059153016,-152.20056732465517,-965.9679252786037,-557.5541208381209,99.35333744141052
7.7964,779.639999999436,81.9257991788694,-152.19629355082606,-911.4667559708504,-484.501375479328,91.9514465407488
7.7965,779.649999999436,81.91675492896783,-152.19202582271518,-851.8161528513234,-415.3375571143423,84.41906433730554
7.796600000000001,779.659999999436,81.90770781820336,-152.1877642030044,-787.3058621781752,-350.4229532466962,76.76624359804886
7.7967,779.669999999436,81.89865782332336,-152.18350875373943,-718.2512210089221,-290.0965017570461,69.00324775617808
7.7968,779.679999999436,81.88960492145041,-152.1792595363061,-644.9915571463514,-234.67394949982415,61.14053409437647
7.7969,779.6899999994359,81.88054909008825,-152.17501661140804,-573.649187164906,-186.31717739939063,53.72828980664757
7.797000000000001,779.6999999994359,81.87149030712763,-152.17078003904297,-489.8334232601933,-140.39667161510863,45.391197460447735
7.7971,779.7099999994359,81.86242855085213,-152.16654987847994,-409.42721099641824,-102.03178897484719,37.58714245347967
7.7972,779.7199999994359,81.85336379994416,-152.16232618823642,-320.1027764994227,-68.00157136737353,29.151009854568414
7.797300000000001,779.7299999994359,81.84429603349066,-152.1581090260548,-229.20699459888937,-40.38827007610148,20.73226586692118
7.7974000000000006,779.7399999994359,81.83522523098911,-152.15389844887963,-138.6928090679401,-19.475780925374302,12.47594103365517
7.7975,779.7499999994359,81.82615137235327,-152.14969451283457,-47.121938667225045,-4.947250728432761,4.220682759578915
7.7976,779.7599999994359,81.81707443791919,-152.14549727319914,0.0,0.0,0.0
7.797700000000001,779.7699999994359,81.80799440845098,-152.14130678438576,0.0,0.0,0.0
7.7978000000000005,779.7799999994359,81.79891126514676,-152.1371230999168,0.0,0.0,0.0
7.7979,779.7899999994358,81.78982498964443,-152.13294627240128,0.0,0.0,0.0
7.798,779.7999999994358,81.78073556402754,-152.1287763535118,0.0,0.0,0.0
7.798100000000001,779.8099999994358,81.77164297083137,-152.12461339396188,-1118.8195320337288,-905.7897299109464,128.23195205703863
7.7982000000000005,779.8199999994358,81.76254719304843,-152.1204574434823,-1088.075910231123,-819.7283528070016,121.35346688227123
7.7983,779.8299999994358,81.75344821413479,-152.11630855079852,-1057.8951866886855,-740.5653637837803,115.0329846502787
7.7984,779.8399999994358,81.74434601801548,-152.11216676360746,-1011.1961820129684,-656.5135906853673,107.39667002289252
7.798500000000001,779.8499999994358,81.73524058909067,-152.1080321285542,-968.0192747539597,-581.4935510789651,100.59296856379972
7.7986,779.8599999994358,81.7261319122415,-152.1039046912093,-910.4952408274659,-504.5592382036263,92.72779977643361
7.7987,779.8699999994358,81.71701997283577,-152.09978449604552,-850.3168733829234,-433.1352406300882,85.00680189045667
7.7988,779.8799999994358,81.70790475673404,-152.09567158641462,-786.8256615957686,-366.7929631898747,77.33190723636355
7.798900000000001,779.8899999994358,81.69878625029537,-152.0915660045246,-724.4615516195909,-307.4176196263858,70.10472014308274
7.799,779.8999999994357,81.68966444038327,-152.0874677914166,-648.4866025114861,-248.84534491100072,61.87415690971319
7.7991,779.9099999994357,81.68053931437139,-152.0833769869415,-575.5428842142593,-198.10146803594853,54.221261394638205
7.799200000000001,779.9199999994357,81.67141086014857,-152.07929362974107,-492.3071750753665,-150.45166374486942,45.856802143607524
